opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00042697,,ACC016583,Opportunity 42697,Angebot,47112.5,49.9,2022-04-06,2021-10-09,Telefonakquise,Bestandskunde - Upgrade,
OPP00042698,,ACC009884,Opportunity 42698,Closed Lost,4342.05,0.0,2021-08-28,2021-03-13,Webseite,Bestandskunde - Zusatzprodukt,
OPP00042699,42699,ACC019599,Opportunity 42699,Closed Won,30930.0,100.0,2021-09-27,2021-05-14,Social Media,Neukunde,5083
OPP00042700,,ACC015800,Opportunity 42700,Closed Lost,39338.45,0.0,2023-11-30,2023-07-25,Telefonakquise,Neukunde,
OPP00042701,,ACC015717,Opportunity 42701,Qualifizierung,4360.07,76.0,2024-04-12,2024-01-03,Social Media,Bestandskunde - Zusatzprodukt,
OPP00042702,42702,ACC017362,Opportunity 42702,Closed Won,3624.27,100.0,2023-10-13,2023-05-10,Social Media,Bestandskunde - Zusatzprodukt,13355
OPP00042703,42703,ACC017913,Opportunity 42703,Closed Won,40845.08,100.0,2025-05-31,2025-04-21,Social Media,Neukunde,1352
OPP00042704,,ACC012686,Opportunity 42704,Verhandlung,44434.22,69.8,2025-12-08,2025-06-11,Social Media,Bestandskunde - Zusatzprodukt,6058
OPP00042705,,ACC003352,Opportunity 42705,Angebot,1956.98,46.6,2024-03-04,2023-12-25,Social Media,Neukunde,
OPP00042706,42706,ACC007994,Opportunity 42706,Closed Won,27591.9,100.0,2023-07-07,2023-04-29,Social Media,Bestandskunde - Zusatzprodukt,12674
OPP00042707,,ACC019650,Opportunity 42707,Interessent,13911.99,36.1,2022-11-19,2022-09-19,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00042708,,ACC003064,Opportunity 42708,Qualifizierung,7542.38,51.3,2023-11-08,2023-06-03,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00042709,,ACC006559,Opportunity 42709,Verhandlung,47548.2,48.2,2022-08-09,2022-04-26,Messe,Neukunde,13908
OPP00042710,,ACC001234,Opportunity 42710,Interessent,1569.63,21.8,2025-03-06,2024-12-03,Messe,Bestandskunde - Zusatzprodukt,11728
OPP00042711,,ACC002312,Opportunity 42711,Verhandlung,41304.91,14.1,2024-09-19,2024-05-01,Webseite,Bestandskunde - Upgrade,7118
OPP00042712,,ACC010793,Opportunity 42712,Interessent,8072.37,11.0,2022-03-10,2021-10-05,Partner,Bestandskunde - Zusatzprodukt,10584
OPP00042713,,ACC014558,Opportunity 42713,Angebot,8336.38,66.6,2023-03-17,2022-12-06,Webseite,Bestandskunde - Zusatzprodukt,
OPP00042714,,ACC007747,Opportunity 42714,Angebot,33091.28,72.6,2022-02-04,2021-12-11,Partner,Bestandskunde - Zusatzprodukt,9843
OPP00042715,,ACC013883,Opportunity 42715,Qualifizierung,32412.03,75.6,2023-05-14,2022-11-20,Webseite,Bestandskunde - Zusatzprodukt,
OPP00042716,42716,ACC004814,Opportunity 42716,Closed Won,21661.21,100.0,2024-09-26,2024-05-14,Partner,Neukunde,7425
OPP00042717,,ACC012531,Opportunity 42717,Closed Lost,46935.03,0.0,2025-03-06,2024-12-19,Social Media,Neukunde,
OPP00042718,,ACC006119,Opportunity 42718,Closed Lost,45081.73,0.0,2022-07-11,2022-05-12,Partner,Neukunde,7563
OPP00042719,42719,ACC003409,Opportunity 42719,Closed Won,37347.36,100.0,2023-04-16,2023-03-04,Partner,Neukunde,13776
OPP00042720,,ACC016833,Opportunity 42720,Interessent,7678.49,17.4,2022-11-08,2022-08-29,Social Media,Bestandskunde - Upgrade,5060
OPP00042721,,ACC001521,Opportunity 42721,Angebot,35238.2,28.3,2023-11-20,2023-10-12,Empfehlung,Neukunde,5956
OPP00042722,,ACC003552,Opportunity 42722,Qualifizierung,39348.57,57.7,2023-12-30,2023-09-23,Telefonakquise,Neukunde,15988
OPP00042723,,ACC014599,Opportunity 42723,Angebot,2684.92,29.6,2024-03-15,2023-10-05,Webseite,Bestandskunde - Zusatzprodukt,1496
OPP00042724,42724,ACC005898,Opportunity 42724,Closed Won,11457.44,100.0,2022-10-14,2022-07-08,Social Media,Bestandskunde - Upgrade,14172
OPP00042725,42725,ACC013147,Opportunity 42725,Closed Won,40306.89,100.0,2024-09-21,2024-05-06,Empfehlung,Bestandskunde - Zusatzprodukt,7480
OPP00042726,42726,ACC001492,Opportunity 42726,Closed Won,44552.17,100.0,2025-04-05,2024-10-18,Telefonakquise,Neukunde,
OPP00042727,,ACC016651,Opportunity 42727,Interessent,44204.38,68.1,2023-06-01,2023-04-07,Messe,Bestandskunde - Upgrade,
OPP00042728,,ACC019403,Opportunity 42728,Verhandlung,48219.21,79.3,2023-08-05,2023-04-22,Messe,Bestandskunde - Upgrade,
OPP00042729,,ACC002986,Opportunity 42729,Verhandlung,7422.42,66.0,2024-05-17,2023-12-01,Telefonakquise,Bestandskunde - Upgrade,4489
OPP00042730,,ACC015605,Opportunity 42730,Qualifizierung,4630.47,65.2,2024-11-21,2024-10-08,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00042731,,ACC012974,Opportunity 42731,Closed Lost,43200.2,0.0,2024-03-13,2023-12-23,Webseite,Bestandskunde - Zusatzprodukt,12693
OPP00042732,42732,ACC017845,Opportunity 42732,Closed Won,47950.07,100.0,2025-04-27,2025-03-01,Partner,Neukunde,
OPP00042733,,ACC017873,Opportunity 42733,Verhandlung,46422.27,27.5,2022-08-25,2022-07-24,Partner,Bestandskunde - Zusatzprodukt,
OPP00042734,,ACC013687,Opportunity 42734,Verhandlung,15753.66,48.5,2024-04-20,2024-03-03,Messe,Bestandskunde - Zusatzprodukt,12994
OPP00042735,42735,ACC003492,Opportunity 42735,Closed Won,37761.12,100.0,2023-12-24,2023-06-29,Social Media,Bestandskunde - Upgrade,3628
OPP00042736,42736,ACC010171,Opportunity 42736,Closed Won,11982.73,100.0,2025-02-11,2024-08-16,Telefonakquise,Neukunde,8867
OPP00042737,,ACC004804,Opportunity 42737,Interessent,45232.4,15.2,2023-09-26,2023-06-20,Social Media,Bestandskunde - Upgrade,9132
OPP00042738,42738,ACC015644,Opportunity 42738,Closed Won,16206.92,100.0,2023-06-16,2022-12-27,Empfehlung,Neukunde,8148
OPP00042739,,ACC011096,Opportunity 42739,Angebot,2824.51,41.9,2023-03-21,2023-01-08,Empfehlung,Neukunde,3661
OPP00042740,,ACC018136,Opportunity 42740,Closed Lost,4299.28,0.0,2021-12-08,2021-09-24,Messe,Bestandskunde - Upgrade,2008
OPP00042741,42741,ACC004837,Opportunity 42741,Closed Won,36975.48,100.0,2024-08-25,2024-04-04,Partner,Bestandskunde - Zusatzprodukt,6477
OPP00042742,,ACC010118,Opportunity 42742,Qualifizierung,4660.82,26.1,2022-04-10,2021-12-15,Webseite,Neukunde,
OPP00042743,,ACC010052,Opportunity 42743,Interessent,36029.03,44.1,2022-10-07,2022-07-11,Social Media,Bestandskunde - Upgrade,5679
OPP00042744,,ACC000019,Opportunity 42744,Verhandlung,22864.06,46.6,2023-06-16,2023-01-31,Telefonakquise,Neukunde,8641
OPP00042745,,ACC018509,Opportunity 42745,Interessent,15770.27,10.9,2025-09-02,2025-06-03,Social Media,Bestandskunde - Upgrade,1036
OPP00042746,,ACC015897,Opportunity 42746,Angebot,21907.46,23.5,2023-06-01,2023-01-21,Partner,Bestandskunde - Upgrade,7012
OPP00042747,,ACC007441,Opportunity 42747,Verhandlung,35562.28,29.9,2022-11-13,2022-06-16,Partner,Bestandskunde - Zusatzprodukt,5255
OPP00042748,,ACC010324,Opportunity 42748,Angebot,30560.6,35.7,2024-11-08,2024-06-13,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00042749,,ACC018749,Opportunity 42749,Qualifizierung,29477.49,40.5,2023-05-23,2023-01-07,Telefonakquise,Neukunde,9530
OPP00042750,,ACC006208,Opportunity 42750,Angebot,22534.17,37.0,2024-10-22,2024-07-19,Telefonakquise,Bestandskunde - Zusatzprodukt,15263
OPP00042751,,ACC001926,Opportunity 42751,Verhandlung,37269.05,30.1,2024-04-27,2024-03-19,Telefonakquise,Bestandskunde - Upgrade,13926
OPP00042752,,ACC008809,Opportunity 42752,Closed Lost,1875.86,0.0,2022-11-26,2022-07-10,Telefonakquise,Bestandskunde - Upgrade,5613
OPP00042753,,ACC011036,Opportunity 42753,Angebot,33501.6,60.1,2024-12-28,2024-11-02,Messe,Bestandskunde - Upgrade,7386
OPP00042754,,ACC001015,Opportunity 42754,Qualifizierung,41597.11,64.4,2025-04-03,2024-10-10,Messe,Neukunde,14859
OPP00042755,42755,ACC014348,Opportunity 42755,Closed Won,41561.51,100.0,2024-12-22,2024-08-18,Partner,Bestandskunde - Zusatzprodukt,13304
OPP00042756,42756,ACC013777,Opportunity 42756,Closed Won,2935.83,100.0,2024-05-22,2023-12-02,Webseite,Neukunde,9330
OPP00042757,42757,ACC005466,Opportunity 42757,Closed Won,7794.61,100.0,2025-08-14,2025-05-30,Webseite,Neukunde,11794
OPP00042758,,ACC007935,Opportunity 42758,Verhandlung,1605.71,48.9,2025-08-07,2025-04-15,Messe,Neukunde,
OPP00042759,42759,ACC004115,Opportunity 42759,Closed Won,38107.37,100.0,2025-07-08,2025-03-15,Telefonakquise,Bestandskunde - Upgrade,11009
OPP00042760,,ACC019487,Opportunity 42760,Interessent,37035.59,55.9,2023-09-07,2023-07-03,Partner,Neukunde,9512
OPP00042761,,ACC009998,Opportunity 42761,Angebot,46171.44,39.8,2023-12-17,2023-10-05,Telefonakquise,Bestandskunde - Zusatzprodukt,2234
OPP00042762,,ACC012156,Opportunity 42762,Verhandlung,13935.78,42.7,2024-10-24,2024-09-06,Partner,Bestandskunde - Zusatzprodukt,8172
OPP00042763,,ACC005846,Opportunity 42763,Qualifizierung,12288.35,10.4,2022-10-27,2022-07-12,Social Media,Bestandskunde - Upgrade,
OPP00042764,,ACC001791,Opportunity 42764,Closed Lost,8000.95,0.0,2022-01-02,2021-10-31,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00042765,,ACC000094,Opportunity 42765,Interessent,47071.85,59.7,2024-05-02,2024-03-18,Webseite,Bestandskunde - Upgrade,13445
OPP00042766,,ACC014106,Opportunity 42766,Angebot,48661.96,54.5,2023-04-27,2023-03-04,Social Media,Bestandskunde - Zusatzprodukt,
OPP00042767,,ACC016084,Opportunity 42767,Verhandlung,25610.14,21.9,2024-09-18,2024-06-18,Empfehlung,Bestandskunde - Zusatzprodukt,15948
OPP00042768,,ACC016444,Opportunity 42768,Verhandlung,40609.94,61.3,2022-09-19,2022-06-07,Telefonakquise,Bestandskunde - Upgrade,5661
OPP00042769,,ACC013979,Opportunity 42769,Interessent,45834.56,40.4,2023-11-08,2023-05-30,Telefonakquise,Bestandskunde - Upgrade,6289
OPP00042770,,ACC005887,Opportunity 42770,Angebot,31829.98,30.9,2024-09-30,2024-07-18,Messe,Bestandskunde - Zusatzprodukt,7489
OPP00042771,,ACC007097,Opportunity 42771,Qualifizierung,598.21,28.8,2024-03-02,2023-12-22,Empfehlung,Bestandskunde - Upgrade,
OPP00042772,42772,ACC013294,Opportunity 42772,Closed Won,41283.82,100.0,2023-10-01,2023-06-08,Webseite,Neukunde,3214
OPP00042773,,ACC007989,Opportunity 42773,Closed Lost,3694.98,0.0,2022-09-15,2022-07-28,Messe,Bestandskunde - Upgrade,2884
OPP00042774,,ACC014763,Opportunity 42774,Qualifizierung,27859.54,40.7,2021-09-15,2021-07-29,Messe,Neukunde,2291
OPP00042775,42775,ACC016081,Opportunity 42775,Closed Won,35096.27,100.0,2023-03-21,2022-12-16,Webseite,Bestandskunde - Upgrade,14749
OPP00042776,42776,ACC017799,Opportunity 42776,Closed Won,34347.26,100.0,2024-12-08,2024-10-01,Messe,Bestandskunde - Zusatzprodukt,3770
OPP00042777,,ACC018731,Opportunity 42777,Verhandlung,28356.22,67.7,2024-05-13,2023-12-21,Empfehlung,Neukunde,12519
OPP00042778,,ACC008815,Opportunity 42778,Interessent,28839.52,70.4,2025-08-29,2025-06-25,Webseite,Bestandskunde - Upgrade,12204
OPP00042779,,ACC019915,Opportunity 42779,Angebot,8603.7,64.9,2023-09-20,2023-08-18,Telefonakquise,Bestandskunde - Upgrade,1298
OPP00042780,,ACC010048,Opportunity 42780,Qualifizierung,12279.66,46.5,2022-01-18,2021-07-23,Webseite,Bestandskunde - Upgrade,
OPP00042781,,ACC002463,Opportunity 42781,Interessent,39980.25,35.7,2023-12-03,2023-09-26,Webseite,Neukunde,
OPP00042782,42782,ACC010662,Opportunity 42782,Closed Won,34262.82,100.0,2023-08-15,2023-06-29,Messe,Bestandskunde - Upgrade,7036
OPP00042783,,ACC006603,Opportunity 42783,Angebot,46206.69,40.6,2024-11-24,2024-08-27,Telefonakquise,Bestandskunde - Upgrade,
OPP00042784,,ACC003630,Opportunity 42784,Angebot,35802.13,15.1,2025-07-25,2025-02-23,Partner,Neukunde,12245
OPP00042785,,ACC013215,Opportunity 42785,Interessent,48296.99,54.9,2025-04-26,2025-03-09,Telefonakquise,Bestandskunde - Upgrade,
OPP00042786,,ACC016156,Opportunity 42786,Angebot,31662.22,29.5,2022-06-06,2022-01-20,Messe,Neukunde,9587
OPP00042787,,ACC018523,Opportunity 42787,Closed Lost,34006.87,0.0,2024-06-16,2024-01-06,Empfehlung,Bestandskunde - Upgrade,13182
OPP00042788,42788,ACC014982,Opportunity 42788,Closed Won,19455.83,100.0,2023-01-08,2022-09-08,Social Media,Neukunde,930
OPP00042789,,ACC019627,Opportunity 42789,Verhandlung,13569.82,70.1,2021-09-21,2021-04-19,Webseite,Bestandskunde - Zusatzprodukt,4402
OPP00042790,42790,ACC003456,Opportunity 42790,Closed Won,15814.15,100.0,2023-05-11,2022-11-18,Messe,Bestandskunde - Upgrade,7887
OPP00042791,,ACC000950,Opportunity 42791,Verhandlung,38126.95,51.5,2024-12-28,2024-10-25,Telefonakquise,Neukunde,1936
OPP00042792,,ACC000821,Opportunity 42792,Verhandlung,15766.87,29.4,2024-11-24,2024-07-31,Partner,Bestandskunde - Upgrade,
OPP00042793,,ACC014438,Opportunity 42793,Angebot,14948.95,55.8,2024-02-16,2023-10-26,Social Media,Bestandskunde - Upgrade,
OPP00042794,,ACC009608,Opportunity 42794,Angebot,41288.35,33.1,2023-01-11,2022-08-14,Empfehlung,Neukunde,
OPP00042795,,ACC013856,Opportunity 42795,Closed Lost,40633.86,0.0,2025-04-26,2025-01-30,Webseite,Bestandskunde - Zusatzprodukt,
OPP00042796,42796,ACC014287,Opportunity 42796,Closed Won,21877.11,100.0,2023-05-14,2023-01-27,Partner,Bestandskunde - Zusatzprodukt,11545
OPP00042797,,ACC017978,Opportunity 42797,Angebot,29807.94,11.1,2025-08-05,2025-05-20,Social Media,Neukunde,13883
OPP00042798,,ACC001856,Opportunity 42798,Angebot,38822.68,74.8,2024-05-07,2024-02-28,Social Media,Neukunde,12194
OPP00042799,42799,ACC007724,Opportunity 42799,Closed Won,11935.93,100.0,2025-06-14,2025-01-04,Messe,Neukunde,8301
OPP00042800,,ACC018019,Opportunity 42800,Verhandlung,32076.0,68.1,2024-04-20,2023-12-24,Partner,Bestandskunde - Upgrade,
OPP00042801,42801,ACC018997,Opportunity 42801,Closed Won,8142.42,100.0,2023-05-08,2022-11-23,Social Media,Bestandskunde - Zusatzprodukt,3329
OPP00042802,42802,ACC009032,Opportunity 42802,Closed Won,2043.99,100.0,2023-06-18,2023-01-12,Telefonakquise,Bestandskunde - Upgrade,3212
OPP00042803,,ACC014410,Opportunity 42803,Qualifizierung,36133.61,35.0,2022-07-19,2022-05-12,Social Media,Bestandskunde - Zusatzprodukt,13040
OPP00042804,42804,ACC004473,Opportunity 42804,Closed Won,22906.46,100.0,2025-05-21,2024-11-29,Social Media,Neukunde,
OPP00042805,,ACC019462,Opportunity 42805,Closed Lost,35183.32,0.0,2025-07-11,2025-02-03,Webseite,Bestandskunde - Zusatzprodukt,15919
OPP00042806,,ACC018188,Opportunity 42806,Closed Lost,6420.64,0.0,2023-09-20,2023-05-18,Webseite,Neukunde,12238
OPP00042807,42807,ACC016325,Opportunity 42807,Closed Won,24554.54,100.0,2021-09-05,2021-07-09,Social Media,Bestandskunde - Zusatzprodukt,10111
OPP00042808,,ACC011902,Opportunity 42808,Angebot,9473.74,55.3,2023-04-03,2022-12-13,Telefonakquise,Bestandskunde - Zusatzprodukt,4381
OPP00042809,,ACC011659,Opportunity 42809,Angebot,41347.24,25.4,2024-03-16,2023-11-14,Empfehlung,Bestandskunde - Upgrade,
OPP00042810,42810,ACC005341,Opportunity 42810,Closed Won,10907.42,100.0,2024-03-26,2023-12-24,Messe,Bestandskunde - Upgrade,14088
OPP00042811,42811,ACC019639,Opportunity 42811,Closed Won,5828.88,100.0,2021-11-09,2021-09-01,Webseite,Bestandskunde - Upgrade,
OPP00042812,,ACC017829,Opportunity 42812,Verhandlung,34938.0,16.4,2024-07-07,2024-01-12,Messe,Neukunde,1567
OPP00042813,42813,ACC017735,Opportunity 42813,Closed Won,3844.82,100.0,2022-03-20,2021-10-22,Webseite,Bestandskunde - Zusatzprodukt,1944
OPP00042814,,ACC001844,Opportunity 42814,Qualifizierung,36170.65,75.6,2024-04-17,2023-11-17,Partner,Neukunde,3507
OPP00042815,42815,ACC006987,Opportunity 42815,Closed Won,32955.38,100.0,2025-03-05,2024-10-04,Telefonakquise,Bestandskunde - Zusatzprodukt,7466
OPP00042816,,ACC017932,Opportunity 42816,Closed Lost,46486.67,0.0,2023-11-30,2023-07-19,Telefonakquise,Bestandskunde - Zusatzprodukt,11584
OPP00042817,,ACC016882,Opportunity 42817,Qualifizierung,37221.01,40.9,2022-03-16,2021-10-19,Partner,Neukunde,14611
OPP00042818,,ACC013595,Opportunity 42818,Qualifizierung,20152.7,53.6,2023-08-15,2023-06-19,Webseite,Bestandskunde - Zusatzprodukt,
OPP00042819,,ACC001189,Opportunity 42819,Closed Lost,10692.49,0.0,2023-07-03,2023-03-03,Partner,Bestandskunde - Upgrade,
OPP00042820,42820,ACC016450,Opportunity 42820,Closed Won,13866.61,100.0,2024-07-08,2024-05-15,Social Media,Bestandskunde - Zusatzprodukt,2405
OPP00042821,,ACC005549,Opportunity 42821,Interessent,14670.45,72.4,2023-10-26,2023-07-11,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00042822,,ACC002747,Opportunity 42822,Closed Lost,20925.88,0.0,2025-04-04,2024-10-19,Webseite,Bestandskunde - Upgrade,
OPP00042823,,ACC018119,Opportunity 42823,Interessent,42953.95,43.1,2021-09-08,2021-05-21,Partner,Bestandskunde - Upgrade,5777
OPP00042824,,ACC009403,Opportunity 42824,Verhandlung,40441.03,58.6,2024-04-08,2024-01-26,Social Media,Bestandskunde - Upgrade,15694
OPP00042825,42825,ACC000709,Opportunity 42825,Closed Won,42082.47,100.0,2025-03-07,2024-09-12,Messe,Bestandskunde - Zusatzprodukt,13861
OPP00042826,,ACC013376,Opportunity 42826,Closed Lost,19433.56,0.0,2025-06-05,2025-01-29,Social Media,Neukunde,
OPP00042827,,ACC015538,Opportunity 42827,Closed Lost,29063.96,0.0,2022-12-06,2022-08-18,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00042828,,ACC014642,Opportunity 42828,Closed Lost,40150.76,0.0,2022-03-13,2021-09-19,Messe,Bestandskunde - Upgrade,
OPP00042829,,ACC011299,Opportunity 42829,Verhandlung,40113.15,72.8,2021-12-07,2021-07-26,Messe,Bestandskunde - Upgrade,
OPP00042830,,ACC013627,Opportunity 42830,Verhandlung,13940.06,51.0,2023-11-13,2023-07-04,Messe,Bestandskunde - Upgrade,4880
OPP00042831,,ACC005088,Opportunity 42831,Angebot,49071.54,14.1,2021-11-27,2021-07-21,Telefonakquise,Neukunde,
OPP00042832,,ACC019911,Opportunity 42832,Angebot,42712.08,59.9,2023-11-21,2023-09-15,Empfehlung,Bestandskunde - Upgrade,11218
OPP00042833,,ACC012356,Opportunity 42833,Verhandlung,13062.05,37.0,2024-04-07,2023-11-29,Messe,Neukunde,
OPP00042834,,ACC006079,Opportunity 42834,Closed Lost,29372.11,0.0,2024-01-01,2023-09-01,Empfehlung,Bestandskunde - Upgrade,3267
OPP00042835,,ACC015686,Opportunity 42835,Qualifizierung,19583.1,29.4,2023-03-09,2022-12-19,Webseite,Neukunde,15625
OPP00042836,,ACC007631,Opportunity 42836,Closed Lost,1345.87,0.0,2025-07-12,2025-06-02,Telefonakquise,Neukunde,666
OPP00042837,,ACC002661,Opportunity 42837,Closed Lost,19864.46,0.0,2023-12-06,2023-08-03,Empfehlung,Bestandskunde - Zusatzprodukt,395
OPP00042838,,ACC018518,Opportunity 42838,Closed Lost,33535.66,0.0,2023-09-04,2023-06-23,Social Media,Bestandskunde - Upgrade,
OPP00042839,,ACC004334,Opportunity 42839,Closed Lost,26046.39,0.0,2022-12-19,2022-06-30,Messe,Neukunde,7454
OPP00042840,42840,ACC011969,Opportunity 42840,Closed Won,30356.42,100.0,2022-11-19,2022-10-17,Empfehlung,Bestandskunde - Upgrade,9779
OPP00042841,,ACC017802,Opportunity 42841,Angebot,21231.35,25.4,2022-10-24,2022-09-24,Webseite,Neukunde,509
OPP00042842,,ACC003479,Opportunity 42842,Closed Lost,1005.56,0.0,2022-08-20,2022-03-15,Empfehlung,Bestandskunde - Zusatzprodukt,2840
OPP00042843,,ACC010119,Opportunity 42843,Qualifizierung,46794.32,35.9,2024-05-08,2024-02-18,Telefonakquise,Bestandskunde - Upgrade,
OPP00042844,42844,ACC000336,Opportunity 42844,Closed Won,1604.73,100.0,2024-03-27,2024-01-18,Empfehlung,Neukunde,
OPP00042845,,ACC007961,Opportunity 42845,Verhandlung,44809.06,22.6,2021-07-05,2021-04-20,Social Media,Neukunde,9118
OPP00042846,,ACC001937,Opportunity 42846,Qualifizierung,22474.74,54.0,2022-07-18,2022-03-05,Messe,Bestandskunde - Upgrade,990
OPP00042847,42847,ACC002644,Opportunity 42847,Closed Won,8511.77,100.0,2025-07-25,2025-03-06,Webseite,Neukunde,11095
OPP00042848,,ACC002095,Opportunity 42848,Verhandlung,32244.38,73.2,2025-09-14,2025-06-01,Social Media,Bestandskunde - Upgrade,
OPP00042849,,ACC019317,Opportunity 42849,Angebot,31446.52,61.5,2023-01-25,2022-11-22,Webseite,Bestandskunde - Zusatzprodukt,5121
OPP00042850,42850,ACC011282,Opportunity 42850,Closed Won,28320.29,100.0,2024-11-29,2024-06-27,Partner,Neukunde,14447
OPP00042851,,ACC013174,Opportunity 42851,Qualifizierung,49335.61,59.0,2022-10-29,2022-06-22,Messe,Bestandskunde - Zusatzprodukt,2027
OPP00042852,,ACC012652,Opportunity 42852,Angebot,6089.76,44.7,2021-10-06,2021-05-29,Messe,Neukunde,
OPP00042853,,ACC004191,Opportunity 42853,Qualifizierung,32531.86,48.0,2021-06-13,2021-02-09,Partner,Neukunde,
OPP00042854,42854,ACC014958,Opportunity 42854,Closed Won,15830.92,100.0,2022-11-07,2022-07-11,Partner,Bestandskunde - Upgrade,
OPP00042855,,ACC000409,Opportunity 42855,Verhandlung,25413.18,73.1,2024-12-14,2024-09-04,Social Media,Bestandskunde - Zusatzprodukt,5039
OPP00042856,42856,ACC018305,Opportunity 42856,Closed Won,5873.57,100.0,2023-05-05,2023-03-23,Empfehlung,Bestandskunde - Upgrade,
OPP00042857,42857,ACC016789,Opportunity 42857,Closed Won,20264.08,100.0,2022-11-04,2022-07-31,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00042858,,ACC002098,Opportunity 42858,Closed Lost,42893.29,0.0,2022-10-21,2022-06-18,Partner,Neukunde,10909
OPP00042859,,ACC003707,Opportunity 42859,Angebot,45008.8,44.4,2022-06-09,2022-03-22,Messe,Bestandskunde - Zusatzprodukt,8195
OPP00042860,,ACC009669,Opportunity 42860,Verhandlung,1785.41,24.4,2022-12-22,2022-09-29,Partner,Bestandskunde - Upgrade,13546
OPP00042861,,ACC010626,Opportunity 42861,Interessent,46707.39,62.5,2022-06-05,2022-01-25,Messe,Bestandskunde - Upgrade,7337
OPP00042862,,ACC012623,Opportunity 42862,Verhandlung,23357.05,48.4,2024-02-14,2023-12-18,Webseite,Bestandskunde - Upgrade,
OPP00042863,,ACC007599,Opportunity 42863,Qualifizierung,46113.57,78.2,2024-01-20,2023-07-25,Partner,Neukunde,1735
OPP00042864,42864,ACC002797,Opportunity 42864,Closed Won,8723.41,100.0,2025-09-16,2025-06-22,Empfehlung,Neukunde,8239
OPP00042865,,ACC000290,Opportunity 42865,Angebot,35014.23,35.3,2024-01-10,2023-08-03,Social Media,Neukunde,14201
OPP00042866,,ACC000646,Opportunity 42866,Verhandlung,1991.44,77.4,2024-12-25,2024-09-22,Social Media,Neukunde,3841
OPP00042867,,ACC001790,Opportunity 42867,Qualifizierung,31546.78,43.3,2022-09-04,2022-05-06,Messe,Bestandskunde - Zusatzprodukt,14947
OPP00042868,,ACC008633,Opportunity 42868,Angebot,42366.24,70.4,2024-04-26,2024-03-11,Social Media,Bestandskunde - Upgrade,
OPP00042869,,ACC010952,Opportunity 42869,Qualifizierung,45303.0,34.1,2022-10-16,2022-05-27,Partner,Bestandskunde - Zusatzprodukt,
OPP00042870,,ACC008088,Opportunity 42870,Verhandlung,45866.97,25.9,2025-04-11,2024-12-09,Telefonakquise,Neukunde,
OPP00042871,42871,ACC004236,Opportunity 42871,Closed Won,37713.77,100.0,2021-06-18,2021-01-12,Webseite,Bestandskunde - Upgrade,
OPP00042872,,ACC000200,Opportunity 42872,Verhandlung,42624.97,38.0,2022-05-15,2022-02-23,Partner,Bestandskunde - Zusatzprodukt,11662
OPP00042873,,ACC019790,Opportunity 42873,Closed Lost,17549.81,0.0,2023-08-04,2023-03-24,Partner,Bestandskunde - Upgrade,576
OPP00042874,,ACC012074,Opportunity 42874,Angebot,49624.07,25.1,2024-05-02,2023-12-14,Webseite,Neukunde,
OPP00042875,42875,ACC008019,Opportunity 42875,Closed Won,47056.84,100.0,2024-10-24,2024-06-07,Messe,Bestandskunde - Zusatzprodukt,12462
OPP00042876,,ACC018552,Opportunity 42876,Interessent,38955.34,12.8,2025-08-16,2025-03-22,Webseite,Neukunde,15083
OPP00042877,,ACC014413,Opportunity 42877,Interessent,17560.15,66.2,2023-01-15,2022-09-07,Telefonakquise,Bestandskunde - Zusatzprodukt,7995
OPP00042878,,ACC007762,Opportunity 42878,Closed Lost,32072.02,0.0,2022-08-31,2022-05-08,Empfehlung,Bestandskunde - Zusatzprodukt,12547
OPP00042879,,ACC016237,Opportunity 42879,Angebot,26920.24,17.8,2025-11-06,2025-06-21,Messe,Bestandskunde - Upgrade,7695
OPP00042880,,ACC008181,Opportunity 42880,Verhandlung,29320.86,70.8,2025-10-10,2025-04-16,Messe,Bestandskunde - Upgrade,13783
OPP00042881,,ACC015890,Opportunity 42881,Qualifizierung,5949.15,17.2,2024-04-22,2023-12-25,Messe,Bestandskunde - Upgrade,9870
OPP00042882,,ACC011760,Opportunity 42882,Closed Lost,43424.37,0.0,2021-12-13,2021-09-25,Social Media,Bestandskunde - Zusatzprodukt,
OPP00042883,,ACC010438,Opportunity 42883,Angebot,2937.8,64.7,2022-08-30,2022-06-01,Social Media,Bestandskunde - Upgrade,
OPP00042884,,ACC002483,Opportunity 42884,Verhandlung,27858.99,69.0,2022-02-18,2021-10-31,Social Media,Neukunde,15385
OPP00042885,,ACC016968,Opportunity 42885,Interessent,16833.49,38.3,2021-05-20,2021-04-02,Telefonakquise,Neukunde,11238
OPP00042886,,ACC010996,Opportunity 42886,Qualifizierung,689.07,40.1,2022-10-04,2022-06-10,Telefonakquise,Bestandskunde - Upgrade,8891
