billing_id,customer_key,billing_date,billing_type,consumption_kwh,amount,payment_status
305792,7676,2023-02-15,Electricity,783,286.56,Bezahlt
305793,7676,2023-03-15,Electricity,682,278.7,Bezahlt
305794,7676,2023-04-15,Electricity,563,211.08,Bezahlt
305795,7676,2023-05-15,Electricity,611,244.41,Bezahlt
305796,7676,2023-06-15,Electricity,462,186.25,Bezahlt
305797,7676,2023-07-15,Electricity,460,177.5,Bezahlt
305798,7676,2023-08-15,Electricity,440,173.12,Bezahlt
305799,7676,2023-09-15,Electricity,647,250.82,Offen
305800,7676,2023-10-15,Electricity,707,261.66,Bezahlt
305801,7676,2023-11-15,Electricity,676,217.6,Bezahlt
305802,7676,2023-12-15,Electricity,1034,396.35,Bezahlt
305803,7676,2024-01-15,Electricity,832,292.65,Bezahlt
305804,7676,2024-02-15,Electricity,892,292.23,Bezahlt
305805,7676,2024-03-15,Electricity,740,262.19,Überfällig
305806,7676,2024-04-15,Electricity,607,219.83,Bezahlt
305807,7676,2024-05-15,Electricity,610,214.7,Bezahlt
305808,7676,2024-06-15,Electricity,544,222.01,Bezahlt
305809,7676,2024-07-15,Electricity,493,188.66,Bezahlt
305810,7676,2024-08-15,Electricity,425,141.96,Offen
305811,7676,2024-09-15,Electricity,754,246.55,Überfällig
305812,7676,2024-10-15,Electricity,565,194.63,Bezahlt
305813,7676,2024-11-15,Electricity,840,266.0,Offen
305814,7676,2024-12-15,Electricity,1005,392.9,Bezahlt
305815,7676,2025-01-15,Electricity,752,284.96,Bezahlt
305816,7676,2025-02-15,Electricity,943,323.08,Bezahlt
305817,7676,2025-03-15,Electricity,662,236.43,Bezahlt
305818,7676,2025-04-15,Electricity,733,287.17,Bezahlt
305819,7676,2025-05-15,Electricity,684,252.25,Bezahlt
305820,7676,2025-06-15,Electricity,437,151.46,Bezahlt
305821,7677,2023-01-15,Electricity,644,248.97,Bezahlt
305822,7677,2023-02-15,Electricity,534,222.46,Bezahlt
305823,7677,2023-03-15,Electricity,458,166.62,Bezahlt
305824,7677,2023-04-15,Electricity,455,157.03,Offen
305825,7677,2023-05-15,Electricity,445,165.55,Bezahlt
305826,7677,2023-06-15,Electricity,335,144.77,Bezahlt
305827,7677,2023-07-15,Electricity,278,102.09,Bezahlt
305828,7677,2023-08-15,Electricity,342,130.14,Offen
305829,7677,2023-09-15,Electricity,465,192.75,Offen
305830,7677,2023-10-15,Electricity,521,171.05,Bezahlt
305831,7677,2023-11-15,Electricity,596,249.88,Offen
305832,7677,2023-12-15,Electricity,686,238.05,Bezahlt
305833,7677,2024-01-15,Electricity,581,210.24,Bezahlt
305834,7677,2024-02-15,Electricity,612,206.38,Offen
305835,7677,2024-03-15,Electricity,586,236.82,Bezahlt
305836,7677,2024-04-15,Electricity,533,215.07,Bezahlt
305837,7677,2024-05-15,Electricity,476,193.17,Bezahlt
305838,7677,2024-06-15,Electricity,304,128.98,Bezahlt
305839,7677,2024-07-15,Electricity,356,124.53,Bezahlt
305840,7677,2024-08-15,Electricity,296,120.1,Bezahlt
305841,7677,2024-09-15,Electricity,475,200.48,Bezahlt
305842,7677,2024-10-15,Electricity,445,157.44,Bezahlt
305843,7677,2024-11-15,Electricity,481,179.83,Bezahlt
305844,7677,2024-12-15,Electricity,705,231.52,Bezahlt
305845,7677,2025-01-15,Electricity,554,198.13,Bezahlt
305846,7677,2025-02-15,Electricity,667,268.79,Bezahlt
305847,7677,2025-03-15,Electricity,463,195.62,Bezahlt
305848,7677,2025-04-15,Electricity,422,162.54,Bezahlt
305849,7677,2025-05-15,Electricity,471,154.33,Bezahlt
305850,7677,2025-06-15,Electricity,318,116.55,Bezahlt
305851,7678,2023-01-15,Electricity,1221,383.75,Bezahlt
305852,7678,2023-01-15,Gas,4131,484.32,Bezahlt
305853,7678,2023-02-15,Electricity,1473,484.82,Bezahlt
305854,7678,2023-02-15,Gas,3513,342.25,Bezahlt
305855,7678,2023-03-15,Electricity,1231,434.12,Bezahlt
305856,7678,2023-03-15,Gas,3317,326.63,Bezahlt
305857,7678,2023-04-15,Electricity,1001,322.47,Bezahlt
305858,7678,2023-04-15,Gas,1975,198.09,Bezahlt
305859,7678,2023-05-15,Electricity,928,310.61,Offen
305860,7678,2023-05-15,Gas,1098,145.23,Bezahlt
305861,7678,2023-06-15,Electricity,699,252.81,Bezahlt
305862,7678,2023-06-15,Gas,494,59.51,Bezahlt
305863,7678,2023-07-15,Electricity,682,281.44,Bezahlt
305864,7678,2023-07-15,Gas,391,53.38,Bezahlt
305865,7678,2023-08-15,Electricity,659,253.53,Bezahlt
305866,7678,2023-08-15,Gas,354,51.67,Bezahlt
305867,7678,2023-09-15,Electricity,995,358.42,Bezahlt
305868,7678,2023-09-15,Gas,692,73.87,Bezahlt
305869,7678,2023-10-15,Electricity,1050,401.39,Überfällig
305870,7678,2023-10-15,Gas,1613,157.64,Offen
305871,7678,2023-11-15,Electricity,1048,335.1,Bezahlt
305872,7678,2023-11-15,Gas,3385,363.45,Bezahlt
305873,7678,2023-12-15,Electricity,1282,405.45,Bezahlt
305874,7678,2023-12-15,Gas,3670,440.18,Offen
305875,7678,2024-01-15,Electricity,1159,368.23,Überfällig
305876,7678,2024-01-15,Gas,4325,433.87,Bezahlt
305877,7678,2024-02-15,Electricity,1216,462.98,Bezahlt
305878,7678,2024-02-15,Gas,4276,527.0,Bezahlt
305879,7678,2024-03-15,Electricity,1206,494.22,Bezahlt
305880,7678,2024-03-15,Gas,2960,290.47,Offen
305881,7678,2024-04-15,Electricity,879,292.93,Bezahlt
305882,7678,2024-04-15,Gas,2147,254.24,Bezahlt
305883,7678,2024-05-15,Electricity,1107,359.47,Bezahlt
305884,7678,2024-05-15,Gas,1037,106.47,Bezahlt
305885,7678,2024-06-15,Electricity,785,305.51,Bezahlt
305886,7678,2024-06-15,Gas,569,71.02,Bezahlt
305887,7678,2024-07-15,Electricity,596,248.7,Bezahlt
305888,7678,2024-07-15,Gas,320,42.72,Bezahlt
305889,7678,2024-08-15,Electricity,613,200.37,Bezahlt
305890,7678,2024-08-15,Gas,439,52.67,Bezahlt
305891,7678,2024-09-15,Electricity,970,305.05,Bezahlt
305892,7678,2024-09-15,Gas,702,87.07,Bezahlt
305893,7678,2024-10-15,Electricity,876,278.9,Überfällig
305894,7678,2024-10-15,Gas,1629,216.0,Bezahlt
305895,7678,2024-11-15,Electricity,1230,423.84,Bezahlt
305896,7678,2024-11-15,Gas,3475,396.63,Bezahlt
305897,7678,2024-12-15,Electricity,1324,495.98,Bezahlt
305898,7678,2024-12-15,Gas,4717,553.46,Überfällig
305899,7678,2025-01-15,Electricity,1164,426.08,Bezahlt
305900,7678,2025-01-15,Gas,4092,517.31,Bezahlt
305901,7678,2025-02-15,Electricity,1237,420.02,Bezahlt
305902,7678,2025-02-15,Gas,4249,449.62,Bezahlt
305903,7678,2025-03-15,Electricity,943,373.84,Bezahlt
305904,7678,2025-03-15,Gas,3108,405.31,Bezahlt
305905,7678,2025-04-15,Electricity,1027,326.98,Bezahlt
305906,7678,2025-04-15,Gas,2014,249.25,Bezahlt
305907,7678,2025-05-15,Electricity,873,350.48,Bezahlt
305908,7678,2025-05-15,Gas,1052,127.54,Bezahlt
305909,7678,2025-06-15,Electricity,685,255.57,Bezahlt
305910,7678,2025-06-15,Gas,547,76.5,Bezahlt
305911,7679,2023-01-15,Electricity,540,176.59,Bezahlt
305912,7679,2023-02-15,Electricity,443,145.45,Bezahlt
305913,7679,2023-03-15,Electricity,423,143.62,Bezahlt
305914,7679,2023-04-15,Electricity,399,133.83,Bezahlt
305915,7679,2023-05-15,Electricity,342,137.27,Bezahlt
305916,7679,2023-06-15,Electricity,288,110.09,Bezahlt
305917,7679,2023-07-15,Electricity,260,113.58,Überfällig
305918,7679,2023-08-15,Electricity,232,83.84,Bezahlt
305919,7679,2023-09-15,Electricity,357,145.37,Überfällig
305920,7679,2023-10-15,Electricity,377,162.4,Bezahlt
305921,7679,2023-11-15,Electricity,468,175.56,Bezahlt
305922,7679,2023-12-15,Electricity,490,174.41,Bezahlt
305923,7679,2024-01-15,Electricity,509,202.47,Bezahlt
305924,7679,2024-02-15,Electricity,509,211.69,Überfällig
305925,7679,2024-03-15,Electricity,401,149.83,Bezahlt
305926,7679,2024-04-15,Electricity,413,177.18,Bezahlt
305927,7679,2024-05-15,Electricity,364,148.95,Bezahlt
305928,7679,2024-06-15,Electricity,258,114.27,Überfällig
305929,7679,2024-07-15,Electricity,248,109.83,Bezahlt
305930,7679,2024-08-15,Electricity,290,105.54,Bezahlt
305931,7679,2024-09-15,Electricity,383,136.66,Bezahlt
305932,7679,2024-10-15,Electricity,398,151.28,Bezahlt
305933,7679,2024-11-15,Electricity,382,144.48,Bezahlt
305934,7679,2024-12-15,Electricity,468,198.15,Bezahlt
305935,7679,2025-01-15,Electricity,540,227.89,Bezahlt
305936,7679,2025-02-15,Electricity,427,164.15,Bezahlt
305937,7679,2025-03-15,Electricity,408,159.58,Bezahlt
305938,7679,2025-04-15,Electricity,387,150.74,Bezahlt
305939,7679,2025-05-15,Electricity,337,122.8,Bezahlt
305940,7679,2025-06-15,Electricity,271,112.37,Bezahlt
305941,7680,2023-01-15,Electricity,738,249.71,Bezahlt
305942,7680,2023-02-15,Electricity,763,274.91,Bezahlt
305943,7680,2023-03-15,Electricity,709,248.74,Bezahlt
305944,7680,2023-04-15,Electricity,576,189.71,Bezahlt
305945,7680,2023-05-15,Electricity,578,239.51,Bezahlt
305946,7680,2023-06-15,Electricity,506,213.1,Bezahlt
305947,7680,2023-07-15,Electricity,508,214.55,Überfällig
305948,7680,2023-08-15,Electricity,442,186.51,Bezahlt
305949,7680,2023-09-15,Electricity,571,187.87,Bezahlt
305950,7680,2023-10-15,Electricity,654,244.48,Bezahlt
305951,7680,2023-11-15,Electricity,794,301.78,Bezahlt
305952,7680,2023-12-15,Electricity,922,323.11,Bezahlt
305953,7680,2024-01-15,Electricity,818,269.66,Bezahlt
305954,7680,2024-02-15,Electricity,793,269.9,Offen
305955,7680,2024-03-15,Electricity,710,250.56,Bezahlt
305956,7680,2024-04-15,Electricity,604,199.8,Bezahlt
305957,7680,2024-05-15,Electricity,607,236.04,Bezahlt
305958,7680,2024-06-15,Electricity,458,171.06,Bezahlt
305959,7680,2024-07-15,Electricity,479,202.58,Bezahlt
305960,7680,2024-08-15,Electricity,419,148.69,Bezahlt
305961,7680,2024-09-15,Electricity,629,206.76,Bezahlt
305962,7680,2024-10-15,Electricity,626,207.59,Bezahlt
305963,7680,2024-11-15,Electricity,857,352.04,Offen
305964,7680,2024-12-15,Electricity,1055,342.5,Bezahlt
305965,7680,2025-01-15,Electricity,826,340.83,Bezahlt
305966,7680,2025-02-15,Electricity,914,293.19,Offen
305967,7680,2025-03-15,Electricity,660,220.71,Bezahlt
305968,7680,2025-04-15,Electricity,630,263.05,Bezahlt
305969,7680,2025-05-15,Electricity,736,301.78,Bezahlt
305970,7680,2025-06-15,Electricity,498,206.76,Bezahlt
305971,7681,2023-01-15,Electricity,524,174.28,Offen
305972,7681,2023-02-15,Electricity,498,166.89,Bezahlt
305973,7681,2023-03-15,Electricity,427,181.01,Bezahlt
305974,7681,2023-04-15,Electricity,385,131.98,Bezahlt
305975,7681,2023-05-15,Electricity,418,158.76,Bezahlt
305976,7681,2023-06-15,Electricity,297,120.79,Bezahlt
305977,7681,2023-07-15,Electricity,279,102.83,Bezahlt
305978,7681,2023-08-15,Electricity,312,133.11,Bezahlt
305979,7681,2023-09-15,Electricity,350,129.84,Bezahlt
305980,7681,2023-10-15,Electricity,398,138.2,Bezahlt
305981,7681,2023-11-15,Electricity,496,163.85,Bezahlt
305982,7681,2023-12-15,Electricity,505,178.36,Bezahlt
305983,7681,2024-01-15,Electricity,448,190.44,Bezahlt
305984,7681,2024-02-15,Electricity,589,234.7,Bezahlt
305985,7681,2024-03-15,Electricity,476,180.39,Bezahlt
305986,7681,2024-04-15,Electricity,409,144.27,Bezahlt
305987,7681,2024-05-15,Electricity,422,176.7,Bezahlt
305988,7681,2024-06-15,Electricity,264,94.64,Bezahlt
305989,7681,2024-07-15,Electricity,244,107.7,Bezahlt
305990,7681,2024-08-15,Electricity,244,100.15,Bezahlt
305991,7681,2024-09-15,Electricity,432,146.35,Bezahlt
305992,7681,2024-10-15,Electricity,426,177.78,Bezahlt
305993,7681,2024-11-15,Electricity,542,193.96,Überfällig
305994,7681,2024-12-15,Electricity,518,177.81,Offen
305995,7681,2025-01-15,Electricity,544,188.06,Offen
305996,7681,2025-02-15,Electricity,577,232.48,Bezahlt
305997,7681,2025-03-15,Electricity,435,183.98,Bezahlt
305998,7681,2025-04-15,Electricity,369,124.18,Bezahlt
305999,7681,2025-05-15,Electricity,391,160.72,Bezahlt
306000,7681,2025-06-15,Electricity,334,117.98,Bezahlt
306001,7682,2023-01-15,Electricity,946,358.44,Bezahlt
306002,7682,2023-02-15,Electricity,1094,395.69,Bezahlt
306003,7682,2023-03-15,Electricity,808,315.28,Bezahlt
306004,7682,2023-04-15,Electricity,836,293.12,Bezahlt
306005,7682,2023-05-15,Electricity,816,332.1,Bezahlt
306006,7682,2023-06-15,Electricity,519,192.39,Bezahlt
306007,7682,2023-07-15,Electricity,585,224.47,Bezahlt
306008,7682,2023-08-15,Electricity,547,204.46,Bezahlt
306009,7682,2023-09-15,Electricity,722,253.95,Bezahlt
306010,7682,2023-10-15,Electricity,641,209.8,Bezahlt
306011,7682,2023-11-15,Electricity,911,345.49,Bezahlt
306012,7682,2023-12-15,Electricity,961,386.31,Bezahlt
306013,7682,2024-01-15,Electricity,867,352.53,Bezahlt
306014,7682,2024-02-15,Electricity,1028,397.26,Bezahlt
306015,7682,2024-03-15,Electricity,793,290.08,Bezahlt
306016,7682,2024-04-15,Electricity,840,270.17,Bezahlt
306017,7682,2024-05-15,Electricity,728,298.22,Bezahlt
306018,7682,2024-06-15,Electricity,579,206.89,Bezahlt
306019,7682,2024-07-15,Electricity,511,170.12,Bezahlt
306020,7682,2024-08-15,Electricity,592,225.93,Bezahlt
306021,7682,2024-09-15,Electricity,785,316.23,Bezahlt
306022,7682,2024-10-15,Electricity,696,253.37,Bezahlt
306023,7682,2024-11-15,Electricity,790,326.77,Bezahlt
306024,7682,2024-12-15,Electricity,1180,470.36,Bezahlt
306025,7682,2025-01-15,Electricity,1059,345.3,Überfällig
306026,7682,2025-02-15,Electricity,1038,327.35,Bezahlt
306027,7682,2025-03-15,Electricity,695,224.1,Bezahlt
306028,7682,2025-04-15,Electricity,669,271.17,Bezahlt
306029,7682,2025-05-15,Electricity,720,272.45,Bezahlt
306030,7682,2025-06-15,Electricity,532,177.77,Bezahlt
306031,7683,2023-01-15,Electricity,709,227.09,Überfällig
306032,7683,2023-01-15,Gas,1942,237.8,Bezahlt
306033,7683,2023-02-15,Electricity,645,215.81,Bezahlt
306034,7683,2023-02-15,Gas,1595,209.92,Bezahlt
306035,7683,2023-03-15,Electricity,588,202.89,Bezahlt
306036,7683,2023-03-15,Gas,1567,185.25,Bezahlt
306037,7683,2023-04-15,Electricity,457,157.63,Bezahlt
306038,7683,2023-04-15,Gas,742,81.66,Bezahlt
306039,7683,2023-05-15,Electricity,550,228.24,Bezahlt
306040,7683,2023-05-15,Gas,412,47.58,Bezahlt
306041,7683,2023-06-15,Electricity,384,144.91,Bezahlt
306042,7683,2023-06-15,Gas,202,29.71,Offen
306043,7683,2023-07-15,Electricity,364,141.33,Bezahlt
306044,7683,2023-07-15,Gas,153,22.8,Bezahlt
306045,7683,2023-08-15,Electricity,339,117.32,Bezahlt
306046,7683,2023-08-15,Gas,162,27.53,Bezahlt
306047,7683,2023-09-15,Electricity,507,195.25,Bezahlt
306048,7683,2023-09-15,Gas,338,46.4,Bezahlt
306049,7683,2023-10-15,Electricity,432,152.79,Bezahlt
306050,7683,2023-10-15,Gas,567,69.22,Bezahlt
306051,7683,2023-11-15,Electricity,533,176.62,Bezahlt
306052,7683,2023-11-15,Gas,1327,140.7,Bezahlt
306053,7683,2023-12-15,Electricity,683,245.74,Bezahlt
306054,7683,2023-12-15,Gas,1907,201.67,Bezahlt
306055,7683,2024-01-15,Electricity,692,253.86,Bezahlt
306056,7683,2024-01-15,Gas,2111,203.58,Bezahlt
306057,7683,2024-02-15,Electricity,577,194.04,Bezahlt
306058,7683,2024-02-15,Gas,1364,137.45,Bezahlt
306059,7683,2024-03-15,Electricity,596,197.56,Bezahlt
306060,7683,2024-03-15,Gas,1676,185.85,Bezahlt
306061,7683,2024-04-15,Electricity,520,196.01,Bezahlt
306062,7683,2024-04-15,Gas,841,114.87,Bezahlt
306063,7683,2024-05-15,Electricity,527,202.13,Bezahlt
306064,7683,2024-05-15,Gas,411,57.12,Bezahlt
306065,7683,2024-06-15,Electricity,346,116.48,Offen
306066,7683,2024-06-15,Gas,226,29.34,Bezahlt
306067,7683,2024-07-15,Electricity,311,126.89,Bezahlt
306068,7683,2024-07-15,Gas,148,23.37,Bezahlt
306069,7683,2024-08-15,Electricity,297,102.42,Bezahlt
306070,7683,2024-08-15,Gas,171,29.94,Bezahlt
306071,7683,2024-09-15,Electricity,496,206.2,Offen
306072,7683,2024-09-15,Gas,255,38.6,Bezahlt
306073,7683,2024-10-15,Electricity,502,167.65,Bezahlt
306074,7683,2024-10-15,Gas,594,64.38,Bezahlt
306075,7683,2024-11-15,Electricity,604,201.99,Bezahlt
306076,7683,2024-11-15,Gas,1554,162.62,Bezahlt
306077,7683,2024-12-15,Electricity,678,247.55,Bezahlt
306078,7683,2024-12-15,Gas,1886,218.84,Bezahlt
306079,7683,2025-01-15,Electricity,648,209.39,Bezahlt
306080,7683,2025-01-15,Gas,1890,204.29,Bezahlt
306081,7683,2025-02-15,Electricity,554,198.03,Bezahlt
306082,7683,2025-02-15,Gas,1638,177.84,Bezahlt
306083,7683,2025-03-15,Electricity,493,183.67,Bezahlt
306084,7683,2025-03-15,Gas,1476,180.26,Bezahlt
306085,7683,2025-04-15,Electricity,416,177.62,Bezahlt
306086,7683,2025-04-15,Gas,653,77.13,Bezahlt
306087,7683,2025-05-15,Electricity,463,193.66,Bezahlt
306088,7683,2025-05-15,Gas,410,54.16,Bezahlt
306089,7683,2025-06-15,Electricity,402,161.41,Bezahlt
306090,7683,2025-06-15,Gas,220,37.31,Bezahlt
306091,7684,2023-01-15,Electricity,562,214.87,Bezahlt
306092,7684,2023-02-15,Electricity,565,197.47,Bezahlt
306093,7684,2023-03-15,Electricity,494,163.62,Offen
306094,7684,2023-04-15,Electricity,441,168.71,Bezahlt
306095,7684,2023-05-15,Electricity,508,179.74,Bezahlt
306096,7684,2023-06-15,Electricity,348,126.9,Bezahlt
306097,7684,2023-07-15,Electricity,317,111.99,Bezahlt
306098,7684,2023-08-15,Electricity,275,109.86,Bezahlt
306099,7684,2023-09-15,Electricity,515,186.75,Bezahlt
306100,7684,2023-10-15,Electricity,389,163.27,Offen
306101,7684,2023-11-15,Electricity,486,160.19,Bezahlt
306102,7684,2023-12-15,Electricity,628,211.81,Bezahlt
306103,7684,2024-01-15,Electricity,669,256.42,Bezahlt
306104,7684,2024-02-15,Electricity,519,200.04,Bezahlt
306105,7684,2024-03-15,Electricity,544,199.82,Bezahlt
306106,7684,2024-04-15,Electricity,475,160.17,Bezahlt
306107,7684,2024-05-15,Electricity,424,148.15,Bezahlt
306108,7684,2024-06-15,Electricity,355,146.82,Bezahlt
306109,7684,2024-07-15,Electricity,278,117.98,Bezahlt
306110,7684,2024-08-15,Electricity,357,142.6,Bezahlt
306111,7684,2024-09-15,Electricity,393,151.96,Bezahlt
306112,7684,2024-10-15,Electricity,460,186.14,Bezahlt
306113,7684,2024-11-15,Electricity,488,168.22,Bezahlt
306114,7684,2024-12-15,Electricity,565,230.43,Bezahlt
306115,7684,2025-01-15,Electricity,559,199.03,Bezahlt
306116,7684,2025-02-15,Electricity,529,200.72,Bezahlt
306117,7684,2025-03-15,Electricity,460,163.93,Bezahlt
306118,7684,2025-04-15,Electricity,435,153.7,Offen
306119,7684,2025-05-15,Electricity,508,184.97,Bezahlt
306120,7684,2025-06-15,Electricity,354,150.69,Bezahlt
306121,7685,2023-01-15,Electricity,707,278.57,Offen
306122,7685,2023-02-15,Electricity,647,244.64,Bezahlt
306123,7685,2023-03-15,Electricity,537,208.93,Offen
306124,7685,2023-04-15,Electricity,538,203.14,Bezahlt
306125,7685,2023-05-15,Electricity,416,155.57,Bezahlt
306126,7685,2023-06-15,Electricity,311,121.11,Bezahlt
306127,7685,2023-07-15,Electricity,359,136.39,Bezahlt
306128,7685,2023-08-15,Electricity,286,101.77,Bezahlt
306129,7685,2023-09-15,Electricity,541,197.44,Bezahlt
306130,7685,2023-10-15,Electricity,547,222.42,Offen
306131,7685,2023-11-15,Electricity,636,237.15,Bezahlt
306132,7685,2023-12-15,Electricity,583,219.81,Bezahlt
306133,7685,2024-01-15,Electricity,640,241.2,Offen
306134,7685,2024-02-15,Electricity,694,244.89,Bezahlt
306135,7685,2024-03-15,Electricity,560,230.59,Bezahlt
306136,7685,2024-04-15,Electricity,429,169.06,Bezahlt
306137,7685,2024-05-15,Electricity,447,176.44,Bezahlt
306138,7685,2024-06-15,Electricity,402,146.22,Bezahlt
306139,7685,2024-07-15,Electricity,363,135.9,Bezahlt
306140,7685,2024-08-15,Electricity,302,125.61,Bezahlt
306141,7685,2024-09-15,Electricity,482,176.71,Bezahlt
306142,7685,2024-10-15,Electricity,411,169.26,Bezahlt
306143,7685,2024-11-15,Electricity,634,241.42,Bezahlt
306144,7685,2024-12-15,Electricity,635,265.26,Bezahlt
306145,7685,2025-01-15,Electricity,705,272.7,Bezahlt
306146,7685,2025-02-15,Electricity,664,232.37,Bezahlt
306147,7685,2025-03-15,Electricity,506,214.33,Bezahlt
306148,7685,2025-04-15,Electricity,442,180.58,Bezahlt
306149,7685,2025-05-15,Electricity,515,200.53,Bezahlt
306150,7685,2025-06-15,Electricity,394,154.13,Bezahlt
306151,7686,2023-01-15,Electricity,209,84.0,Bezahlt
306152,7686,2023-01-15,Gas,1874,219.2,Bezahlt
306153,7686,2023-02-15,Electricity,312,131.74,Bezahlt
306154,7686,2023-02-15,Gas,1449,195.94,Bezahlt
306155,7686,2023-03-15,Electricity,158,60.94,Bezahlt
306156,7686,2023-03-15,Gas,1559,158.59,Bezahlt
306157,7686,2023-04-15,Electricity,201,84.83,Überfällig
306158,7686,2023-04-15,Gas,904,116.8,Bezahlt
306159,7686,2023-05-15,Electricity,232,93.33,Offen
306160,7686,2023-05-15,Gas,371,52.5,Bezahlt
306161,7686,2023-06-15,Electricity,139,67.52,Bezahlt
306162,7686,2023-06-15,Gas,206,28.7,Bezahlt
306163,7686,2023-07-15,Electricity,141,57.87,Bezahlt
306164,7686,2023-07-15,Gas,150,26.93,Bezahlt
306165,7686,2023-08-15,Electricity,131,52.16,Bezahlt
306166,7686,2023-08-15,Gas,147,24.45,Bezahlt
306167,7686,2023-09-15,Electricity,167,75.81,Offen
306168,7686,2023-09-15,Gas,285,36.35,Offen
306169,7686,2023-10-15,Electricity,180,76.73,Bezahlt
306170,7686,2023-10-15,Gas,588,68.36,Bezahlt
306171,7686,2023-11-15,Electricity,231,104.56,Bezahlt
306172,7686,2023-11-15,Gas,1362,172.54,Bezahlt
306173,7686,2023-12-15,Electricity,226,82.27,Bezahlt
306174,7686,2023-12-15,Gas,1429,191.87,Bezahlt
306175,7686,2024-01-15,Electricity,251,91.33,Bezahlt
306176,7686,2024-01-15,Gas,1590,182.56,Bezahlt
306177,7686,2024-02-15,Electricity,205,79.32,Bezahlt
306178,7686,2024-02-15,Gas,1761,183.18,Überfällig
306179,7686,2024-03-15,Electricity,193,78.39,Bezahlt
306180,7686,2024-03-15,Gas,1157,159.08,Bezahlt
306181,7686,2024-04-15,Electricity,197,81.37,Bezahlt
306182,7686,2024-04-15,Gas,865,118.57,Bezahlt
306183,7686,2024-05-15,Electricity,167,64.0,Bezahlt
306184,7686,2024-05-15,Gas,420,57.24,Bezahlt
306185,7686,2024-06-15,Electricity,129,60.63,Offen
306186,7686,2024-06-15,Gas,162,24.92,Bezahlt
306187,7686,2024-07-15,Electricity,388,155.26,Bezahlt
306188,7686,2024-08-15,Electricity,417,170.06,Bezahlt
306189,7686,2024-09-15,Electricity,611,204.57,Bezahlt
306190,7686,2024-10-15,Electricity,562,221.44,Bezahlt
306191,7686,2024-11-15,Electricity,584,236.24,Bezahlt
306192,7686,2024-12-15,Electricity,675,220.49,Bezahlt
306193,7686,2025-01-15,Electricity,601,235.82,Bezahlt
306194,7686,2025-02-15,Electricity,679,266.98,Bezahlt
306195,7686,2025-03-15,Electricity,525,190.33,Bezahlt
306196,7686,2025-04-15,Electricity,527,216.74,Bezahlt
306197,7686,2025-05-15,Electricity,555,212.9,Bezahlt
306198,7686,2025-06-15,Electricity,397,163.57,Bezahlt
306199,7687,2023-01-15,Electricity,867,304.33,Bezahlt
306200,7687,2023-02-15,Electricity,846,350.03,Bezahlt
306201,7687,2023-03-15,Electricity,726,245.21,Bezahlt
306202,7687,2023-04-15,Electricity,526,202.06,Bezahlt
306203,7687,2023-05-15,Electricity,555,195.12,Bezahlt
306204,7687,2023-06-15,Electricity,393,151.36,Bezahlt
306205,7687,2023-07-15,Electricity,434,148.06,Bezahlt
306206,7687,2023-08-15,Electricity,452,168.05,Offen
306207,7687,2023-09-15,Electricity,607,204.44,Offen
306208,7687,2023-10-15,Electricity,575,197.23,Bezahlt
306209,7687,2023-11-15,Electricity,623,219.64,Bezahlt
306210,7687,2023-12-15,Electricity,854,330.26,Bezahlt
306211,7687,2024-01-15,Electricity,766,256.24,Bezahlt
306212,7687,2024-02-15,Electricity,713,237.53,Bezahlt
306213,7687,2024-03-15,Electricity,652,231.64,Bezahlt
306214,7687,2024-04-15,Electricity,539,226.28,Bezahlt
306215,7687,2024-05-15,Electricity,627,228.65,Bezahlt
306216,7687,2024-06-15,Electricity,421,171.17,Bezahlt
306217,7687,2024-07-15,Electricity,475,188.41,Bezahlt
306218,7687,2024-08-15,Electricity,472,156.23,Bezahlt
306219,7687,2024-09-15,Electricity,648,258.25,Bezahlt
306220,7687,2024-10-15,Electricity,513,209.67,Bezahlt
306221,7687,2024-11-15,Electricity,627,259.32,Bezahlt
306222,7687,2024-12-15,Electricity,759,315.95,Bezahlt
306223,7687,2025-01-15,Electricity,683,257.04,Bezahlt
306224,7687,2025-02-15,Electricity,872,316.01,Bezahlt
306225,7687,2025-03-15,Electricity,617,209.33,Bezahlt
306226,7687,2025-04-15,Electricity,635,215.7,Bezahlt
306227,7687,2025-05-15,Electricity,513,199.78,Bezahlt
306228,7687,2025-06-15,Electricity,487,195.04,Bezahlt
306229,7688,2023-01-15,Electricity,510,209.15,Bezahlt
306230,7688,2023-01-15,Gas,2753,325.95,Bezahlt
306231,7688,2023-02-15,Electricity,572,231.74,Bezahlt
306232,7688,2023-02-15,Gas,2439,235.69,Bezahlt
306233,7688,2023-03-15,Electricity,474,182.77,Bezahlt
306234,7688,2023-03-15,Gas,2196,224.87,Bezahlt
306235,7688,2023-04-15,Electricity,378,125.96,Bezahlt
306236,7688,2023-04-15,Gas,1192,116.19,Bezahlt
306237,7688,2023-05-15,Electricity,459,184.76,Bezahlt
306238,7688,2023-05-15,Gas,483,61.82,Offen
306239,7688,2023-06-15,Electricity,369,138.53,Bezahlt
306240,7688,2023-06-15,Gas,223,32.2,Bezahlt
306241,7688,2023-07-15,Electricity,269,100.48,Bezahlt
306242,7688,2023-07-15,Gas,186,28.02,Offen
306243,7688,2023-08-15,Electricity,264,107.69,Bezahlt
306244,7688,2023-08-15,Gas,200,33.26,Bezahlt
306245,7688,2023-09-15,Electricity,433,145.75,Bezahlt
306246,7688,2023-09-15,Gas,411,59.21,Bezahlt
