transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount,approval_status,procurement_method,approver_id,approval_date,purchase_order_number,contract_reference
21500,2023-08-11,3,30,191,4,16919,1535.97,Approved,Ausschreibung,917,2023-08-14,PO-165803,
21501,2022-06-15,1,38,43,12,8755,4611.7,Approved,Vertrag,693,2022-06-17,,VTR-2020-5950
21502,2022-11-07,3,12,139,3,2835,299.79,Approved,Direktvergabe,41,2022-11-08,PO-119732,
21503,2025-05-01,2,39,104,3,9174,1901.63,Approved,Direktvergabe,326,2025-05-03,,VTR-2021-2556
21504,2024-10-29,1,22,86,8,11462,2619.61,Rejected,Vertrag,936,2024-11-02,,VTR-2022-2079
21505,2022-09-19,3,18,26,10,7809,408.89,Approved,Ausschreibung,846,2022-09-24,PO-220271,VTR-2023-2934
21506,2024-07-19,1,34,172,9,19269,2038.57,Pending,Ausschreibung,,,PO-857631,
21507,2025-02-06,1,24,153,8,8325,4717.3,Approved,Vertrag,492,2025-02-07,PO-204697,VTR-2023-9459
21508,2023-06-17,1,22,97,3,14257,3931.21,Approved,Ausschreibung,118,2023-06-20,PO-310269,VTR-2025-9234
21509,2025-02-10,2,28,64,3,3036,637.02,Approved,Ausschreibung,616,2025-02-17,PO-489675,VTR-2023-9007
21510,2025-06-27,1,17,86,11,15016,3060.13,Approved,Ausschreibung,346,2025-06-30,,
21511,2022-04-17,3,15,102,5,17679,458.32,Approved,Vertrag,199,2022-04-18,PO-993780,VTR-2020-9739
21512,2022-03-13,1,28,109,3,15668,4578.73,Approved,Direktvergabe,771,2022-03-15,PO-219791,VTR-2024-3079
21513,2024-10-17,1,13,151,5,17526,4260.76,Approved,Vertrag,37,2024-10-24,PO-588358,VTR-2023-5501
21514,2023-07-18,1,22,138,8,1285,3353.33,Approved,Direktvergabe,512,2023-07-21,,VTR-2022-1364
21515,2023-07-15,1,17,88,8,2717,1563.84,Approved,Vertrag,622,2023-07-21,PO-304247,VTR-2021-5152
21516,2022-09-25,2,38,64,14,267,866.58,Approved,Ausschreibung,995,2022-09-28,PO-359954,
21517,2024-11-21,2,30,92,14,1910,1664.24,Approved,Vertrag,990,2024-11-23,PO-317079,
21518,2023-10-05,2,30,89,7,6594,605.94,Pending,Vertrag,,,PO-123186,VTR-2021-5417
21519,2022-03-22,1,12,136,4,18198,3143.86,Approved,Vertrag,128,2022-03-25,,VTR-2020-4679
21520,2023-12-31,2,37,137,13,18592,1697.7,Approved,Direktvergabe,124,2024-01-02,PO-747598,VTR-2020-7577
21521,2022-08-28,3,35,179,14,16406,733.91,Approved,Vertrag,392,2022-08-29,PO-279896,VTR-2024-2898
21522,2023-01-24,1,11,106,3,10652,519.62,Approved,Vertrag,702,2023-01-27,PO-352953,
21523,2025-04-17,2,31,68,1,15314,606.49,Pending,Direktvergabe,,,,VTR-2020-5734
21524,2025-02-15,1,12,142,15,8514,1537.83,Approved,Direktvergabe,925,2025-02-16,PO-914596,
21525,2024-01-10,1,28,124,7,19329,3446.13,Approved,Vertrag,171,2024-01-13,,VTR-2020-2762
21526,2022-06-23,2,40,97,11,12487,1777.02,Pending,Ausschreibung,,,,
21527,2022-05-13,2,19,76,3,11089,753.44,Approved,Direktvergabe,562,2022-05-18,PO-190764,
21528,2024-02-27,1,31,141,4,2140,2205.33,Pending,Direktvergabe,,,PO-370709,
21529,2024-08-04,2,26,55,11,12188,139.82,Approved,Ausschreibung,302,2024-08-06,PO-846581,VTR-2020-2388
21530,2023-10-03,3,29,182,1,5442,1454.41,Approved,Direktvergabe,867,2023-10-07,,VTR-2021-3144
21531,2025-04-20,1,19,12,3,9426,2524.69,Approved,Ausschreibung,102,2025-04-25,PO-855328,
21532,2023-10-04,2,22,8,5,5932,1025.91,Approved,Ausschreibung,890,2023-10-11,,
21533,2024-11-09,1,22,111,8,2485,917.18,Approved,Direktvergabe,451,2024-11-15,,
21534,2023-09-27,3,20,187,15,17628,1659.07,Pending,Ausschreibung,,,PO-663093,VTR-2024-4298
21535,2023-08-29,3,39,166,12,12146,218.12,Approved,Direktvergabe,160,2023-08-31,PO-752676,VTR-2021-7792
21536,2022-01-17,1,16,72,11,16417,4292.05,Approved,Vertrag,196,2022-01-18,PO-626426,VTR-2025-7028
21537,2024-04-07,2,10,44,1,12426,513.85,Approved,Direktvergabe,485,2024-04-09,PO-382983,VTR-2020-3872
21538,2025-02-08,3,39,120,1,10939,1895.92,Approved,Ausschreibung,224,2025-02-09,,VTR-2023-5371
21539,2022-09-18,2,29,116,8,17748,895.3,Approved,Direktvergabe,594,2022-09-22,PO-828866,VTR-2021-8236
21540,2023-04-21,1,27,94,15,7541,3968.72,Approved,Vertrag,674,2023-04-24,PO-968146,VTR-2020-6646
21541,2022-11-30,2,15,120,5,14225,98.15,Pending,Vertrag,,,,
21542,2022-01-17,1,11,47,13,9671,589.13,Approved,Ausschreibung,135,2022-01-19,PO-196431,
21543,2022-08-16,2,29,136,10,14084,1565.58,Pending,Vertrag,,,PO-805173,VTR-2025-5311
21544,2023-06-06,3,39,25,9,3674,77.0,Approved,Vertrag,861,2023-06-12,PO-567016,
21545,2023-10-26,1,34,137,12,14222,3567.62,Approved,Ausschreibung,482,2023-10-27,PO-520765,VTR-2020-3141
21546,2024-07-16,2,28,100,5,3136,638.62,Rejected,Vertrag,760,2024-07-22,PO-264542,VTR-2020-7635
21547,2024-07-27,1,28,127,8,15153,799.3,Approved,Vertrag,43,2024-08-03,PO-566654,VTR-2020-8926
21548,2022-05-16,3,28,65,3,7195,1942.51,Approved,Ausschreibung,746,2022-05-18,,
21549,2022-12-24,1,14,161,8,931,3667.03,Approved,Ausschreibung,645,2022-12-31,PO-755234,
21550,2024-06-15,2,39,58,5,19652,86.48,Approved,Vertrag,816,2024-06-17,,
21551,2023-03-10,2,11,88,3,10156,1196.86,Approved,Ausschreibung,741,2023-03-12,PO-371827,
21552,2023-12-11,1,39,127,9,19511,2325.04,Approved,Direktvergabe,218,2023-12-14,PO-317245,
21553,2022-01-24,2,29,69,13,6048,569.18,Approved,Vertrag,311,2022-01-28,PO-535503,
21554,2024-10-01,2,22,82,3,6881,352.8,Approved,Vertrag,302,2024-10-07,PO-989446,VTR-2025-8274
21555,2025-06-23,1,15,83,11,8899,231.31,Approved,Vertrag,510,2025-06-24,PO-209829,VTR-2020-3166
21556,2023-08-27,2,35,104,12,15971,56.43,Approved,Ausschreibung,35,2023-09-03,PO-530439,VTR-2020-3625
21557,2024-10-09,1,19,112,3,12699,397.55,Approved,Direktvergabe,628,2024-10-14,PO-262732,VTR-2023-9269
21558,2023-07-06,1,27,177,15,2674,3497.07,Approved,Direktvergabe,733,2023-07-10,PO-636854,VTR-2023-4095
21559,2023-12-17,3,14,100,15,641,1685.9,Approved,Ausschreibung,206,2023-12-18,,VTR-2022-5302
21560,2024-11-02,2,21,162,3,15240,1870.15,Approved,Direktvergabe,628,2024-11-07,PO-631410,VTR-2020-7634
21561,2024-07-04,1,24,38,6,9410,1694.52,Approved,Direktvergabe,853,2024-07-09,,
21562,2023-08-16,1,31,34,13,6220,2575.77,Approved,Ausschreibung,520,2023-08-21,,
21563,2022-08-20,1,31,92,3,14323,860.71,Approved,Ausschreibung,976,2022-08-24,,
21564,2023-02-03,1,17,197,7,8302,2850.17,Approved,Vertrag,275,2023-02-06,,VTR-2023-1480
21565,2024-12-23,1,30,16,15,11875,1819.66,Approved,Direktvergabe,610,2024-12-27,PO-947343,
21566,2024-08-05,1,32,54,1,9768,3853.15,Approved,Vertrag,967,2024-08-11,PO-989214,
21567,2023-07-21,3,19,109,2,18178,102.11,Approved,Direktvergabe,554,2023-07-28,,VTR-2021-8840
21568,2023-09-22,3,39,48,2,10916,92.62,Pending,Ausschreibung,,,PO-378199,VTR-2023-1211
21569,2023-03-04,2,25,63,7,12063,707.83,Approved,Ausschreibung,539,2023-03-07,PO-665373,VTR-2021-7012
21570,2023-05-05,1,10,142,4,14640,2946.97,Approved,Direktvergabe,694,2023-05-10,PO-277975,VTR-2024-4544
21571,2024-09-06,1,19,77,13,3064,1021.66,Approved,Vertrag,454,2024-09-08,PO-365375,
21572,2024-11-19,1,27,40,10,2076,2063.18,Approved,Ausschreibung,315,2024-11-26,PO-279301,VTR-2023-4902
21573,2022-08-21,2,29,6,13,11406,851.52,Approved,Direktvergabe,921,2022-08-26,PO-682380,
21574,2025-05-13,2,16,27,1,1092,1893.43,Approved,Vertrag,257,2025-05-19,PO-733103,VTR-2022-5353
21575,2024-04-10,1,14,131,1,654,1568.57,Approved,Direktvergabe,417,2024-04-11,PO-658609,
21576,2024-07-06,2,18,108,6,2999,1471.85,Approved,Vertrag,739,2024-07-12,PO-202770,VTR-2025-8263
21577,2024-06-02,2,18,27,12,16008,387.4,Rejected,Direktvergabe,428,2024-06-05,PO-578608,
21578,2024-05-13,1,10,146,13,6030,1335.6,Approved,Vertrag,920,2024-05-20,PO-895991,VTR-2021-8765
21579,2022-09-26,2,29,49,10,12008,961.44,Approved,Vertrag,254,2022-09-30,PO-765958,VTR-2025-4130
21580,2023-01-23,1,14,22,9,19008,3993.96,Approved,Ausschreibung,630,2023-01-25,PO-604977,VTR-2024-3605
21581,2025-02-12,3,33,146,12,2196,389.24,Pending,Direktvergabe,,,PO-463208,
21582,2024-08-02,3,23,64,4,7633,1917.3,Approved,Ausschreibung,860,2024-08-08,PO-230534,VTR-2024-5579
21583,2024-09-19,2,34,117,7,3426,711.27,Approved,Vertrag,296,2024-09-25,PO-634912,
21584,2022-06-11,1,27,178,11,7930,3857.17,Approved,Vertrag,782,2022-06-14,PO-386302,
21585,2024-01-04,2,34,195,3,12682,1898.91,Approved,Ausschreibung,412,2024-01-07,,VTR-2024-6546
21586,2025-04-08,1,13,1,4,4681,314.86,Approved,Ausschreibung,431,2025-04-14,PO-268094,VTR-2025-1475
21587,2025-04-25,3,33,17,8,16751,1468.6,Pending,Ausschreibung,,,PO-203319,
21588,2022-12-31,2,10,53,4,15462,335.58,Approved,Direktvergabe,603,2023-01-06,PO-941123,
21589,2024-01-16,1,20,55,1,19331,3121.46,Approved,Ausschreibung,458,2024-01-21,,VTR-2021-6457
21590,2023-02-13,1,28,100,8,15167,166.35,Approved,Ausschreibung,243,2023-02-14,PO-634873,VTR-2020-5666
21591,2023-08-04,3,17,5,5,19437,1964.26,Approved,Direktvergabe,44,2023-08-11,PO-633579,
21592,2025-03-24,3,23,135,14,19861,465.16,Pending,Ausschreibung,,,PO-984983,
21593,2022-08-25,3,33,43,1,16059,1871.6,Approved,Vertrag,178,2022-08-30,PO-889852,
21594,2023-12-21,2,14,101,2,8250,1114.77,Rejected,Direktvergabe,797,2023-12-23,PO-280689,VTR-2021-6976
21595,2023-05-10,2,13,134,11,15582,1848.5,Approved,Vertrag,655,2023-05-14,,VTR-2024-2725
21596,2023-03-14,1,15,174,6,16695,4185.6,Approved,Vertrag,501,2023-03-20,PO-593500,VTR-2021-6515
21597,2023-05-17,1,25,74,7,10789,1650.03,Approved,Ausschreibung,973,2023-05-18,PO-431777,
21598,2023-12-02,1,15,186,9,16208,4759.47,Approved,Direktvergabe,106,2023-12-05,PO-436055,VTR-2022-3336
21599,2024-05-02,2,37,15,11,4081,1027.49,Approved,Vertrag,728,2024-05-07,PO-254851,
21600,2024-02-09,2,31,14,12,8905,223.0,Approved,Vertrag,676,2024-02-16,,
21601,2024-10-06,2,38,121,15,6725,244.68,Approved,Direktvergabe,527,2024-10-10,PO-207331,
21602,2024-10-12,3,21,106,1,4268,105.99,Approved,Direktvergabe,566,2024-10-14,PO-820992,VTR-2021-2274
21603,2024-09-17,3,37,87,8,12286,777.6,Approved,Vertrag,655,2024-09-24,,VTR-2020-8360
21604,2025-04-01,2,19,150,10,16049,548.02,Pending,Ausschreibung,,,PO-958519,VTR-2024-1720
21605,2024-12-04,3,31,113,12,4321,1323.81,Approved,Ausschreibung,942,2024-12-09,PO-485340,
21606,2025-01-08,2,10,37,15,8375,1909.48,Approved,Ausschreibung,909,2025-01-15,,VTR-2021-9875
21607,2024-08-05,2,32,105,9,5594,1619.27,Approved,Ausschreibung,3,2024-08-12,,
21608,2024-06-24,1,13,118,10,158,4325.12,Approved,Direktvergabe,183,2024-06-29,,VTR-2023-6108
21609,2024-05-14,1,23,72,5,16110,297.43,Approved,Direktvergabe,493,2024-05-15,PO-881977,
21610,2022-04-23,2,37,69,7,13302,971.15,Approved,Vertrag,584,2022-04-27,PO-193815,VTR-2020-3175
21611,2024-01-01,1,34,37,13,18736,2234.18,Pending,Direktvergabe,,,PO-145635,VTR-2023-1118
21612,2024-12-06,3,39,76,5,10080,1646.25,Approved,Direktvergabe,2,2024-12-10,,
21613,2024-04-13,1,20,178,2,14318,1815.57,Approved,Vertrag,274,2024-04-19,PO-601499,
21614,2025-02-11,1,28,169,8,19053,3714.7,Approved,Direktvergabe,354,2025-02-16,PO-549059,VTR-2020-9232
21615,2023-03-10,3,34,172,15,8282,1411.83,Approved,Vertrag,963,2023-03-17,PO-791032,VTR-2022-6228
21616,2025-05-13,2,21,95,6,1610,1591.12,Approved,Direktvergabe,960,2025-05-15,PO-464744,
21617,2022-12-11,2,22,112,5,10269,872.96,Approved,Ausschreibung,24,2022-12-16,,
21618,2023-10-27,2,14,125,15,17542,1895.75,Approved,Ausschreibung,747,2023-10-31,PO-925920,VTR-2023-9216
21619,2022-11-17,1,36,27,1,18076,2828.59,Rejected,Direktvergabe,888,2022-11-18,,VTR-2022-6404
21620,2023-10-31,1,18,23,12,12187,1052.15,Approved,Ausschreibung,892,2023-11-05,,VTR-2022-6867
21621,2025-03-07,1,19,198,12,2084,3864.42,Approved,Direktvergabe,359,2025-03-09,PO-221176,VTR-2022-7252
21622,2024-11-24,2,39,126,3,14822,1748.96,Approved,Ausschreibung,388,2024-11-25,PO-707647,
21623,2022-02-24,2,13,67,2,15084,551.96,Approved,Ausschreibung,183,2022-03-02,PO-132937,VTR-2025-6807
21624,2022-08-17,1,21,17,5,14084,3188.47,Approved,Ausschreibung,238,2022-08-24,PO-123432,
21625,2023-06-27,3,21,49,13,6798,1913.3,Pending,Vertrag,,,PO-973423,VTR-2021-5085
21626,2022-10-26,1,38,174,7,4781,3854.13,Approved,Vertrag,349,2022-10-28,,VTR-2020-7204
21627,2022-10-02,3,18,76,11,11616,999.13,Approved,Vertrag,103,2022-10-03,,
21628,2023-01-18,1,28,76,6,17950,3187.14,Approved,Vertrag,230,2023-01-23,,
21629,2024-09-20,1,23,76,13,2792,4587.71,Approved,Ausschreibung,56,2024-09-26,,VTR-2023-3129
21630,2024-12-13,3,23,92,7,119,1840.47,Approved,Vertrag,249,2024-12-19,,VTR-2020-3359
21631,2024-11-24,1,17,94,5,19324,2210.69,Approved,Direktvergabe,645,2024-11-29,PO-127532,
21632,2025-04-29,1,29,87,9,9836,4771.42,Approved,Direktvergabe,286,2025-05-06,PO-670010,VTR-2022-7551
21633,2022-11-07,1,24,64,1,17017,1809.32,Approved,Ausschreibung,926,2022-11-10,PO-108567,
21634,2025-01-10,1,28,132,1,9887,4604.74,Approved,Vertrag,83,2025-01-14,PO-387884,VTR-2022-7697
21635,2024-04-02,2,18,107,7,8187,928.19,Approved,Vertrag,106,2024-04-09,PO-782297,
21636,2025-02-16,1,23,110,7,6966,829.1,Approved,Ausschreibung,77,2025-02-19,PO-886873,
21637,2025-03-09,2,20,144,6,18733,1205.75,Approved,Vertrag,40,2025-03-10,PO-572413,
21638,2024-01-05,2,11,51,12,19427,1959.32,Approved,Vertrag,513,2024-01-06,,VTR-2025-9312
21639,2024-02-23,1,27,69,13,12856,4770.43,Approved,Vertrag,162,2024-02-27,,VTR-2022-6576
21640,2023-10-27,3,30,42,9,3308,500.2,Approved,Ausschreibung,842,2023-10-29,PO-378132,
21641,2024-11-26,3,35,142,7,3728,630.69,Approved,Vertrag,181,2024-12-02,PO-802068,
21642,2024-06-15,2,37,95,7,15143,855.16,Approved,Direktvergabe,702,2024-06-19,,VTR-2024-9557
21643,2023-09-28,3,25,4,7,2819,665.21,Approved,Direktvergabe,836,2023-10-02,PO-176729,
21644,2023-11-11,1,15,57,15,4622,105.0,Rejected,Direktvergabe,837,2023-11-12,,
21645,2024-01-27,1,21,6,12,11901,568.2,Approved,Vertrag,508,2024-02-01,PO-673454,
21646,2022-04-03,3,37,106,13,8090,264.66,Approved,Direktvergabe,972,2022-04-09,PO-521368,VTR-2020-5939
21647,2024-07-19,1,20,39,5,7963,4520.73,Approved,Direktvergabe,580,2024-07-26,PO-508084,
21648,2022-12-13,1,16,45,3,3226,4548.79,Approved,Vertrag,99,2022-12-17,PO-427469,VTR-2020-9909
21649,2023-10-11,2,22,9,6,16627,1180.15,Approved,Direktvergabe,203,2023-10-15,PO-871930,
21650,2024-10-18,2,35,41,15,10002,1821.52,Approved,Ausschreibung,553,2024-10-20,PO-223809,
21651,2023-03-07,1,26,129,14,15869,4875.58,Approved,Direktvergabe,139,2023-03-12,PO-591952,VTR-2023-8896
21652,2024-12-06,3,14,169,7,3383,449.15,Approved,Ausschreibung,450,2024-12-11,,VTR-2021-3438
21653,2023-12-03,3,38,161,8,7329,798.46,Approved,Direktvergabe,889,2023-12-09,PO-299175,VTR-2022-4139
21654,2022-03-23,2,31,18,11,11871,1157.98,Approved,Direktvergabe,559,2022-03-27,PO-923852,
21655,2023-11-30,2,11,33,7,6307,1420.23,Approved,Ausschreibung,249,2023-12-04,PO-271073,
21656,2024-11-09,3,27,144,6,10652,46.32,Approved,Direktvergabe,843,2024-11-13,PO-750567,VTR-2022-2464
21657,2024-10-10,3,33,95,12,9063,142.79,Approved,Ausschreibung,96,2024-10-14,PO-397165,
21658,2022-11-12,1,24,29,7,15019,4319.33,Approved,Direktvergabe,162,2022-11-17,PO-700212,VTR-2025-6132
21659,2023-02-25,3,24,147,7,19213,1098.47,Approved,Direktvergabe,306,2023-02-28,PO-205881,
21660,2024-11-18,3,19,74,2,2473,1312.42,Approved,Direktvergabe,33,2024-11-23,PO-884634,
21661,2025-03-05,3,38,72,14,15865,817.16,Approved,Direktvergabe,71,2025-03-07,,VTR-2023-5600
21662,2022-11-25,2,30,39,2,14436,1295.16,Approved,Vertrag,134,2022-12-02,PO-259775,
21663,2024-04-14,1,36,127,15,11275,4621.67,Pending,Direktvergabe,,,PO-471662,VTR-2023-6180
21664,2022-09-20,2,34,196,10,17823,491.28,Approved,Ausschreibung,593,2022-09-26,PO-210741,VTR-2024-7274
21665,2022-08-26,1,39,75,9,3466,2667.87,Approved,Direktvergabe,493,2022-09-01,,VTR-2024-5727
21666,2024-05-09,1,39,38,9,4327,4608.51,Approved,Vertrag,959,2024-05-14,,VTR-2025-4067
21667,2024-10-17,1,36,57,8,18943,189.69,Approved,Ausschreibung,198,2024-10-19,PO-978633,
21668,2025-02-10,1,16,168,8,11310,3243.2,Approved,Ausschreibung,689,2025-02-12,PO-390162,
21669,2022-09-22,2,18,70,11,17539,1717.98,Approved,Direktvergabe,914,2022-09-28,PO-285689,VTR-2024-6274
21670,2023-06-25,1,19,124,15,8168,4829.4,Approved,Vertrag,53,2023-06-29,PO-781544,
21671,2022-10-08,1,24,178,5,9558,755.22,Approved,Vertrag,989,2022-10-11,PO-766914,
21672,2024-05-01,3,16,59,5,16469,743.71,Approved,Vertrag,505,2024-05-08,,
21673,2024-12-31,3,20,51,11,12332,1967.2,Approved,Direktvergabe,790,2025-01-01,,VTR-2021-2240
21674,2023-10-06,2,40,115,13,14804,398.3,Rejected,Direktvergabe,52,2023-10-11,PO-201431,
21675,2023-08-21,1,13,49,11,4277,3881.99,Pending,Direktvergabe,,,PO-663321,VTR-2021-2107
21676,2022-05-10,1,11,191,9,2333,1079.36,Approved,Ausschreibung,452,2022-05-14,,
21677,2022-03-14,2,36,90,13,3848,1792.63,Pending,Vertrag,,,PO-879913,
21678,2023-05-07,1,13,112,10,409,1655.72,Approved,Vertrag,792,2023-05-14,,
21679,2023-09-16,1,11,156,8,18853,3576.83,Approved,Ausschreibung,53,2023-09-22,PO-774535,VTR-2023-9527
21680,2023-04-01,2,17,18,10,7735,1122.38,Pending,Ausschreibung,,,PO-900626,
21681,2025-04-28,3,38,145,13,10415,611.1,Approved,Ausschreibung,636,2025-05-01,PO-725142,VTR-2025-5645
21682,2025-04-16,1,25,194,6,7411,1188.6,Approved,Direktvergabe,437,2025-04-22,PO-412585,
21683,2022-11-05,2,20,180,5,10639,1273.17,Approved,Vertrag,630,2022-11-12,PO-179191,
21684,2023-08-11,1,25,38,15,9956,2364.04,Approved,Vertrag,257,2023-08-13,PO-478787,VTR-2020-1088
21685,2023-08-24,3,26,115,9,16632,176.22,Approved,Ausschreibung,286,2023-08-28,PO-939287,VTR-2023-1370
21686,2022-02-02,1,38,145,2,1536,892.62,Approved,Vertrag,457,2022-02-03,PO-879550,
21687,2023-11-19,1,18,169,2,19469,3829.54,Approved,Direktvergabe,688,2023-11-24,,VTR-2024-9981
21688,2022-04-06,1,24,1,11,19690,4913.33,Approved,Vertrag,608,2022-04-07,PO-477817,VTR-2023-2519
21689,2023-09-12,1,25,46,14,4308,181.49,Approved,Vertrag,541,2023-09-17,PO-353618,
21690,2024-09-04,3,38,157,9,19112,1093.39,Approved,Direktvergabe,58,2024-09-07,PO-373049,
21691,2022-09-28,1,18,194,15,17190,1703.84,Pending,Vertrag,,,PO-452214,
21692,2022-02-24,2,18,114,10,2643,1709.25,Approved,Vertrag,192,2022-02-28,,
21693,2024-08-05,2,28,154,5,2965,451.98,Pending,Ausschreibung,,,PO-877745,VTR-2020-7714
21694,2025-05-05,2,21,160,6,16938,1567.94,Approved,Direktvergabe,29,2025-05-11,PO-286804,
21695,2024-08-10,1,36,43,10,8251,1185.64,Pending,Ausschreibung,,,PO-148059,VTR-2023-1750
21696,2025-06-02,1,19,126,7,11107,569.15,Approved,Vertrag,954,2025-06-08,PO-300012,
21697,2023-12-08,2,36,173,12,2811,1315.09,Pending,Ausschreibung,,,PO-180690,
21698,2024-07-01,2,36,94,6,1333,1857.28,Approved,Direktvergabe,86,2024-07-04,PO-882199,VTR-2021-6625
21699,2022-08-12,1,31,119,12,6895,3150.0,Approved,Ausschreibung,850,2022-08-15,,VTR-2021-7420
21700,2024-07-22,3,36,175,6,5864,1209.27,Approved,Vertrag,160,2024-07-28,,VTR-2021-1161
21701,2023-12-27,1,29,167,1,13083,3220.19,Pending,Ausschreibung,,,PO-989215,
21702,2024-08-01,3,12,109,4,13589,1327.4,Approved,Vertrag,807,2024-08-04,PO-472547,VTR-2022-9232
21703,2024-12-08,3,40,75,2,1335,496.57,Approved,Ausschreibung,868,2024-12-15,PO-965030,
21704,2022-09-10,2,36,27,2,12813,1739.28,Approved,Ausschreibung,260,2022-09-17,,
21705,2023-12-24,3,28,167,14,8812,355.49,Approved,Vertrag,264,2023-12-27,PO-147486,VTR-2022-5882
21706,2024-02-04,2,13,157,14,12114,613.34,Approved,Ausschreibung,808,2024-02-08,PO-274657,VTR-2023-4060
21707,2022-11-29,3,40,80,3,12813,1654.48,Pending,Vertrag,,,,
21708,2023-07-06,3,35,156,2,18725,1028.8,Approved,Ausschreibung,830,2023-07-08,,VTR-2023-8782
21709,2025-02-17,2,37,196,5,13742,1308.29,Approved,Vertrag,622,2025-02-20,,VTR-2025-3259
21710,2023-09-17,2,26,132,11,9702,352.76,Approved,Direktvergabe,423,2023-09-19,,VTR-2020-4348
21711,2025-05-16,2,22,32,1,8050,1558.66,Approved,Ausschreibung,518,2025-05-22,PO-376103,VTR-2021-2669
21712,2022-08-28,1,39,108,14,6139,328.8,Approved,Direktvergabe,854,2022-08-30,PO-657512,
21713,2024-04-08,2,27,162,8,6406,22.34,Approved,Ausschreibung,491,2024-04-13,PO-466191,
21714,2023-01-20,3,16,117,1,16965,1605.48,Pending,Vertrag,,,PO-378428,
21715,2023-09-13,3,22,132,7,6242,170.28,Approved,Direktvergabe,361,2023-09-17,PO-256017,VTR-2023-8198
21716,2023-04-20,1,24,29,3,4953,3242.17,Pending,Vertrag,,,,
21717,2024-05-12,1,40,20,11,4006,512.61,Approved,Vertrag,596,2024-05-13,,VTR-2021-4459
21718,2022-07-03,2,12,133,11,4752,31.22,Approved,Ausschreibung,824,2022-07-06,,VTR-2021-6645
21719,2022-07-31,1,21,185,1,5132,4140.61,Approved,Ausschreibung,367,2022-08-04,PO-675867,
21720,2024-09-03,1,22,185,8,3403,4475.55,Approved,Direktvergabe,48,2024-09-06,PO-240089,
21721,2023-07-28,1,34,71,14,7494,4811.49,Pending,Vertrag,,,PO-439360,
21722,2024-11-13,1,34,198,9,11494,3982.28,Approved,Ausschreibung,28,2024-11-14,PO-775647,VTR-2025-5892
21723,2022-03-03,1,13,55,3,15516,4230.79,Approved,Direktvergabe,186,2022-03-05,,VTR-2020-4787
21724,2023-12-11,1,18,49,14,4752,1884.7,Approved,Direktvergabe,672,2023-12-14,PO-813708,VTR-2022-9732
21725,2022-12-04,1,27,185,1,19813,634.35,Approved,Direktvergabe,114,2022-12-11,PO-328622,VTR-2025-8829
21726,2022-06-29,2,34,48,1,6714,361.32,Approved,Ausschreibung,833,2022-07-04,PO-738044,VTR-2022-7465
21727,2022-01-04,3,26,46,7,17093,965.6,Approved,Vertrag,133,2022-01-11,PO-707607,
21728,2025-06-15,1,34,75,13,5720,780.05,Approved,Ausschreibung,305,2025-06-19,PO-304669,VTR-2021-8044
21729,2024-02-10,2,11,16,9,1156,1327.13,Approved,Direktvergabe,1000,2024-02-17,PO-488553,VTR-2020-4588
21730,2025-01-23,3,38,172,10,3122,1638.31,Approved,Ausschreibung,916,2025-01-26,PO-147776,VTR-2025-1313
21731,2023-06-27,2,22,151,9,16362,1160.38,Approved,Direktvergabe,149,2023-06-29,PO-408614,VTR-2022-5106
21732,2023-10-01,3,15,85,7,15895,1226.35,Approved,Direktvergabe,978,2023-10-04,,
21733,2024-08-10,2,34,155,10,14853,1427.64,Approved,Vertrag,648,2024-08-16,PO-694723,VTR-2022-4348
21734,2022-11-03,1,28,111,6,15138,3878.06,Approved,Vertrag,359,2022-11-07,,
21735,2024-03-08,3,23,13,2,14507,1405.59,Approved,Direktvergabe,179,2024-03-11,PO-779157,VTR-2021-4218
21736,2025-03-26,3,22,18,11,15260,886.43,Approved,Ausschreibung,363,2025-04-01,PO-151199,VTR-2023-5167
21737,2022-06-30,3,35,64,9,13978,1896.17,Approved,Direktvergabe,6,2022-07-02,PO-617110,VTR-2020-5864
21738,2024-12-14,2,38,136,12,9400,1049.71,Approved,Vertrag,969,2024-12-17,PO-278610,VTR-2025-3431
21739,2024-07-31,1,21,120,6,15299,1497.77,Approved,Direktvergabe,590,2024-08-06,PO-602370,
21740,2024-10-29,2,19,74,4,5432,1573.31,Approved,Vertrag,673,2024-11-02,PO-839696,
21741,2025-05-06,3,18,75,11,12182,1521.83,Pending,Direktvergabe,,,PO-829319,
21742,2022-03-04,2,28,85,9,8846,236.22,Rejected,Direktvergabe,92,2022-03-09,PO-888076,VTR-2022-9121
21743,2022-09-16,1,28,65,6,11799,581.11,Approved,Vertrag,961,2022-09-20,PO-598303,
21744,2024-08-03,1,16,64,13,2656,2339.22,Approved,Ausschreibung,813,2024-08-04,PO-679854,
21745,2024-10-10,3,13,91,13,842,936.26,Pending,Direktvergabe,,,PO-285046,VTR-2022-1242
21746,2023-08-15,1,37,116,1,7574,3288.98,Approved,Direktvergabe,331,2023-08-18,,
21747,2022-01-20,2,38,135,3,16819,1406.77,Approved,Vertrag,296,2022-01-24,PO-686817,VTR-2024-6849
21748,2024-12-06,1,37,166,5,7064,975.44,Pending,Vertrag,,,,VTR-2022-5764
21749,2022-03-12,1,37,57,7,16152,3259.72,Approved,Vertrag,114,2022-03-19,PO-874108,
